fraud,customer_gender_female,customer_gender_male,policy_state_or,injury_claim,policy_state_ca,collision_type_na,police_report_available,incident_month,policy_state_nv,customer_age,collision_type_front,total_claim_amount,incident_type_theft,collision_type_side,customer_education,policy_state_wa,incident_type_breakin,num_witnesses,driver_relationship_child,auto_year,authorities_contacted_fire,policy_annual_premium,driver_relationship_spouse,collision_type_rear,months_as_customer,num_injuries,num_insurers_past_5_years,incident_dow,driver_relationship_na,incident_day,authorities_contacted_none,policy_state_az,num_claims_past_year,policy_state_id,num_vehicles_involved,incident_severity,policy_deductable,authorities_contacted_police,incident_type_collision,authorities_contacted_ambulance,driver_relationship_other,policy_liability,incident_hour,driver_relationship_self,vehicle_claim
0,0,1,0,15000.0,1,0,1,3,0,49,1,38000.0,0,0,3,0,0,5,0,2014,0,3000,0,0,98,1,1,5,0,23,0,0,0,0,3,2,750,1,1,0,0,0,15,1,23000.0
0,1,0,1,30500.0,0,0,0,3,0,48,1,67000.0,0,0,4,0,0,2,0,2015,0,3000,0,0,85,1,1,4,0,1,0,0,0,0,2,2,750,1,1,0,0,3,13,1,36500.0
0,0,1,0,0.0,0,1,0,9,0,30,0,7500.0,0,0,3,0,1,0,0,2013,0,3000,0,0,73,0,1,6,1,15,1,0,0,1,1,0,750,0,0,0,0,1,19,0,7500.0
0,0,1,0,0.0,1,0,1,11,0,63,0,42500.0,0,0,4,0,0,1,0,2020,0,3000,0,1,101,0,1,6,0,24,0,0,0,0,3,2,750,1,1,0,0,2,20,1,42500.0
0,0,1,0,0.0,0,0,1,6,0,45,1,13000.0,0,0,2,0,0,3,0,2017,0,3000,0,0,202,0,1,6,0,23,0,1,0,0,3,0,750,1,1,0,0,1,16,1,13000.0
0,0,1,0,0.0,1,0,0,1,0,22,1,7000.0,0,0,2,0,0,0,0,2011,0,3000,0,0,49,0,2,5,0,26,0,0,0,0,2,1,750,1,1,0,0,3,0,1,7000.0
0,0,1,0,22500.0,0,0,1,2,0,56,0,35000.0,0,0,3,0,0,1,0,2015,0,2900,0,1,82,2,1,4,0,8,0,1,0,0,2,1,750,1,1,0,0,0,17,1,12500.0
0,0,1,0,0.0,1,0,0,1,0,37,0,23500.0,0,1,1,0,0,0,0,2016,0,3000,0,0,42,0,1,0,0,7,1,0,0,0,2,0,750,0,1,0,0,0,11,1,23500.0
0,0,1,0,0.0,1,0,0,8,0,65,1,10500.0,0,0,3,0,0,0,0,2019,0,3000,0,0,137,0,1,3,0,8,1,0,0,0,2,0,750,0,1,0,0,0,21,1,10500.0
0,0,1,0,0.0,0,0,0,9,0,40,1,10500.0,0,0,4,1,0,0,0,2014,0,2650,0,0,20,0,4,0,0,30,1,0,0,0,2,0,750,0,1,0,0,2,14,1,10500.0
0,0,1,0,0.0,1,0,1,11,0,24,1,19500.0,0,0,2,0,0,1,0,2020,0,2750,0,0,2,0,2,0,0,11,0,0,0,0,2,1,750,1,1,0,0,0,13,1,19500.0
0,0,1,0,0.0,1,0,0,11,0,67,1,3000.0,0,0,1,0,0,3,0,2010,0,2400,1,0,148,0,1,1,0,5,1,0,0,0,2,0,800,0,1,0,0,0,8,0,3000.0
0,1,0,0,0.0,1,1,0,4,0,60,0,21000.0,0,0,1,0,1,0,0,2018,0,3000,0,0,75,0,1,2,1,3,0,0,0,0,1,0,750,1,0,0,0,0,18,0,21000.0
0,0,1,0,0.0,0,1,0,10,0,50,0,6500.0,1,0,0,0,0,0,0,2014,0,3000,0,0,201,0,1,1,1,29,0,0,1,1,1,1,750,1,0,0,0,1,16,0,6500.0
0,0,1,0,6500.0,1,0,1,7,0,56,1,37000.0,0,0,3,0,0,1,0,2017,0,2750,0,0,231,1,1,0,0,29,0,0,0,0,3,2,750,1,1,0,0,1,13,1,30500.0
0,0,1,0,0.0,1,0,0,11,0,75,0,20000.0,0,0,3,0,0,0,0,2016,0,3000,0,1,158,0,1,4,0,15,0,0,0,0,2,1,750,1,1,0,0,0,15,1,20000.0
0,0,1,0,15000.0,1,0,1,2,0,22,0,44500.0,0,1,2,0,0,0,0,2014,0,3000,0,0,14,1,3,2,0,6,0,0,0,0,3,2,750,1,1,0,0,0,12,1,29500.0
0,0,1,0,0.0,1,0,1,3,0,42,1,8500.0,0,0,4,0,0,3,0,2019,0,2800,0,0,4,0,3,0,0,4,0,0,0,0,3,1,750,1,1,0,0,1,11,1,8500.0
0,0,1,0,0.0,1,0,0,12,0,72,0,9500.0,0,1,3,0,0,0,1,2015,0,3000,0,0,349,0,1,0,0,16,1,0,0,0,1,0,750,0,1,0,0,1,0,0,9500.0
0,0,1,0,0.0,1,0,0,9,0,40,1,3000.0,0,0,2,0,0,0,0,2014,0,3000,0,0,60,0,1,2,0,18,1,0,0,0,1,0,750,0,1,0,0,2,14,1,3000.0
0,1,0,0,0.0,1,1,0,8,0,74,0,9500.0,0,0,4,0,1,0,0,2010,0,3000,0,0,267,0,1,3,1,8,0,0,0,0,1,0,750,1,0,0,0,0,12,0,9500.0
0,0,1,0,9500.0,0,0,0,10,1,69,1,33000.0,0,0,3,0,0,0,0,2013,0,3000,1,0,99,3,1,5,0,12,0,0,0,0,2,2,750,1,1,0,0,3,6,0,23500.0
0,0,1,0,0.0,0,0,0,10,0,18,0,16000.0,0,1,1,0,0,2,0,2020,0,3000,0,0,1,0,3,4,0,25,1,1,0,0,2,0,750,0,1,0,0,1,13,1,16000.0
0,0,1,0,25000.0,0,0,1,3,1,32,1,59000.0,0,0,4,0,0,3,0,2018,0,2750,0,0,34,1,1,2,0,6,0,0,0,0,3,2,750,1,1,0,0,1,8,1,34000.0
0,0,1,0,18500.0,1,0,1,10,0,54,1,49500.0,0,0,4,0,0,1,0,2017,0,3000,0,0,55,1,1,4,0,25,0,0,0,0,3,2,750,1,1,0,0,3,9,1,31000.0
0,0,1,0,0.0,1,1,0,7,0,32,0,8000.0,0,0,3,0,1,0,0,2016,0,3000,0,0,71,0,1,2,1,10,1,0,0,0,1,0,750,0,0,0,0,1,14,0,8000.0
0,1,0,0,25000.0,0,0,1,6,0,40,1,57000.0,0,0,3,1,0,3,0,2012,0,3000,1,0,42,1,2,3,0,27,0,0,0,0,3,2,750,1,1,0,0,1,12,0,32000.0
0,0,1,0,0.0,1,0,0,2,0,27,0,13000.0,0,1,3,0,0,0,0,2020,0,3000,0,0,12,0,3,6,0,3,1,0,0,0,1,0,750,0,1,0,0,0,12,1,13000.0
0,0,1,0,25000.0,0,0,1,7,0,53,1,48000.0,0,0,3,1,0,0,0,2017,0,3000,0,0,141,1,1,4,0,26,0,0,0,0,3,2,750,1,1,0,0,1,18,1,23000.0
0,1,0,0,11500.0,1,0,1,1,0,26,1,25500.0,0,0,1,0,0,0,0,2017,0,3000,0,0,85,1,1,2,0,23,0,0,0,0,2,1,750,1,1,0,0,0,19,1,14000.0
0,0,1,0,0.0,1,1,0,11,0,33,0,11500.0,1,0,1,0,0,0,0,2012,0,3000,0,0,120,0,1,5,1,30,0,0,0,0,1,1,750,1,0,0,0,0,9,0,11500.0
1,0,1,0,0.0,1,0,0,10,0,44,0,31000.0,0,1,4,0,0,0,0,2019,1,3000,0,0,176,0,1,1,0,29,0,0,0,0,1,2,750,0,1,0,0,3,13,1,31000.0
0,0,1,0,15000.0,1,0,0,1,0,40,1,32000.0,0,0,4,0,0,0,0,2016,0,3000,0,0,43,1,2,3,0,24,0,0,0,0,1,1,750,1,1,0,0,0,6,1,17000.0
0,0,1,0,0.0,1,0,0,5,0,19,1,17500.0,0,0,1,0,0,0,1,2020,0,3000,0,0,16,0,2,2,0,1,1,0,0,0,2,0,750,0,1,0,0,2,4,0,17500.0
0,0,1,0,8000.0,1,0,1,7,0,36,1,38000.0,0,0,1,0,0,0,0,2011,0,3000,0,0,198,1,1,4,0,5,0,0,0,0,3,2,750,1,1,0,0,2,15,1,30000.0
0,1,0,0,0.0,1,1,0,10,0,51,0,11500.0,0,0,2,0,1,0,0,2017,0,3000,0,0,121,0,1,0,1,14,0,0,0,0,1,0,750,1,0,0,0,2,8,0,11500.0
0,1,0,0,20000.0,1,0,1,4,0,59,0,49500.0,0,0,3,0,0,2,1,2018,0,3000,0,1,273,2,1,5,0,27,0,0,0,0,4,2,750,1,1,0,0,1,9,0,29500.0
0,0,1,0,4500.0,1,0,0,12,0,58,0,50000.0,0,1,1,0,0,0,0,2018,1,3000,1,0,66,1,1,4,0,20,0,0,1,0,2,2,750,0,1,0,0,3,0,0,45500.0
0,1,0,0,0.0,0,0,1,2,1,44,0,4000.0,0,0,2,0,0,1,0,2004,0,2950,0,1,99,0,1,1,0,5,0,0,0,0,3,1,750,1,1,0,0,2,12,1,4000.0
1,0,1,0,0.0,0,0,0,2,1,32,0,11000.0,0,1,4,0,0,0,0,2018,0,3000,0,0,81,0,1,2,0,27,1,0,0,0,1,0,750,0,1,0,0,1,16,1,11000.0
0,0,1,0,0.0,0,0,1,3,0,46,0,7500.0,0,1,3,1,0,1,0,2014,0,3000,1,0,158,0,1,4,0,8,0,0,0,0,3,0,750,1,1,0,0,1,11,0,7500.0
0,1,0,0,0.0,1,0,1,1,0,45,0,6500.0,0,1,2,0,0,2,0,2013,0,3000,0,0,77,0,1,3,0,24,0,0,0,0,4,0,750,1,1,0,0,0,21,1,6500.0
0,0,1,0,21500.0,1,0,1,1,0,37,0,40000.0,0,0,3,0,0,0,0,2018,0,3000,0,1,115,2,1,4,0,4,0,0,0,0,2,1,750,1,1,0,0,2,4,1,18500.0
0,1,0,0,27000.0,1,0,1,4,0,25,0,43000.0,0,0,2,0,0,1,0,2018,0,3000,0,1,48,3,1,2,0,17,0,0,0,0,3,1,750,1,1,0,0,1,8,1,16000.0
0,1,0,0,8500.0,1,0,1,8,0,69,0,16000.0,0,0,1,0,0,2,0,2016,0,3000,0,1,159,1,1,3,0,1,0,0,0,0,3,1,750,1,1,0,0,1,13,1,7500.0
0,1,0,0,30000.0,1,0,1,7,0,50,0,41500.0,0,1,1,0,0,1,0,2014,0,2850,0,0,148,1,1,4,0,12,0,0,0,0,3,1,750,1,1,0,0,2,18,1,11500.0
0,0,1,0,23000.0,1,0,1,2,0,32,1,41500.0,0,0,1,0,0,2,0,2017,0,2650,0,0,29,4,3,4,0,1,0,0,0,0,3,1,750,1,1,0,0,0,4,1,18500.0
0,0,1,0,10000.0,0,0,0,1,0,51,1,24000.0,0,0,2,1,0,0,0,2020,0,3000,0,0,108,1,1,0,0,14,0,0,0,0,2,1,750,1,1,0,0,1,10,1,14000.0
0,0,1,0,0.0,1,0,0,10,0,57,0,17500.0,0,0,3,0,0,0,0,2013,0,3000,0,1,128,0,1,5,0,5,0,0,1,0,2,1,750,1,1,0,0,3,6,1,17500.0
0,0,1,0,30000.0,1,0,1,3,0,35,1,44000.0,0,0,4,0,0,0,0,2019,0,3000,0,0,36,3,3,6,0,24,0,0,0,0,3,1,750,1,1,0,0,0,7,1,14000.0
0,1,0,0,0.0,1,0,0,5,0,35,1,1000.0,0,0,3,0,0,0,0,2015,0,3000,0,0,37,0,2,0,0,13,1,0,0,0,1,0,750,0,1,0,0,0,19,1,1000.0
0,1,0,0,25000.0,0,0,1,10,0,56,0,65500.0,0,0,3,0,0,1,0,2018,0,2750,0,1,139,1,1,3,0,10,0,1,0,0,3,2,750,1,1,0,0,1,12,1,40500.0
0,0,1,0,0.0,1,1,0,4,0,44,0,18000.0,0,0,3,0,1,0,0,2019,0,3000,0,0,183,0,1,4,1,26,0,0,1,0,1,1,750,1,0,0,0,1,10,0,18000.0
0,0,1,0,14500.0,1,0,0,5,0,22,0,51500.0,0,0,3,0,0,1,0,2015,1,3000,1,1,19,2,3,2,0,1,0,0,0,0,2,2,750,0,1,0,0,0,10,0,37000.0
0,0,1,0,0.0,1,0,0,6,0,41,1,11500.0,0,0,1,0,0,1,0,2020,0,3000,0,0,127,0,1,5,0,29,1,0,1,0,2,0,750,0,1,0,0,0,8,1,11500.0
0,1,0,0,0.0,1,0,0,4,0,52,1,14000.0,0,0,1,0,0,0,0,2018,0,3000,0,0,54,0,2,2,0,3,0,0,0,0,2,1,750,0,1,1,0,2,6,1,14000.0
0,0,1,0,3500.0,0,0,1,10,0,59,0,26500.0,0,0,2,0,0,0,0,2016,0,3000,0,1,103,2,1,2,0,23,0,1,0,0,2,1,750,1,1,0,0,0,6,1,23000.0
0,0,1,0,10000.0,1,0,1,6,0,24,1,50500.0,0,0,2,0,0,1,0,2020,0,3000,0,0,26,4,4,2,0,12,0,0,0,0,4,2,750,1,1,0,0,2,7,1,40500.0
0,0,1,0,4500.0,1,0,1,12,0,49,0,21500.0,0,0,4,0,0,1,0,2015,0,3000,0,1,138,2,1,5,0,28,0,0,0,0,2,1,750,1,1,0,0,3,9,1,17000.0
0,1,0,0,0.0,0,1,0,7,0,70,0,7000.0,1,0,3,1,0,0,0,2012,0,2950,0,0,88,0,1,4,1,19,0,0,0,0,1,1,750,1,0,0,0,1,14,0,7000.0
0,0,1,0,0.0,0,0,1,4,0,23,1,9500.0,0,0,4,1,0,0,0,2017,0,2750,0,0,12,0,3,0,0,1,0,0,0,0,2,1,750,1,1,0,0,1,13,1,9500.0
0,0,1,0,6500.0,1,0,0,5,0,31,0,29500.0,0,1,2,0,0,1,0,2017,0,2700,0,0,54,1,1,2,0,29,0,0,0,0,2,1,750,1,1,0,0,1,10,1,23000.0
0,0,1,0,0.0,0,1,0,7,0,52,0,6000.0,0,0,4,0,1,0,0,2016,0,3000,0,0,88,0,1,2,1,24,0,1,0,0,1,0,750,1,0,0,0,2,8,0,6000.0
0,1,0,0,0.0,1,0,1,1,0,31,1,23500.0,0,0,4,0,0,2,0,2018,0,3000,1,0,75,0,1,2,0,30,0,0,0,0,2,1,750,1,1,0,0,0,10,0,23500.0
0,0,1,0,0.0,1,0,0,9,0,34,0,39000.0,0,1,3,0,0,1,0,2018,1,3000,0,0,69,0,1,4,0,27,0,0,0,0,1,2,750,0,1,0,0,2,15,1,39000.0
0,0,1,0,26000.0,1,0,0,11,0,22,0,48000.0,0,0,3,0,0,0,0,2017,0,2800,0,1,29,3,3,6,0,17,0,0,0,0,2,1,750,1,1,0,0,0,17,1,22000.0
0,0,1,0,44000.0,0,0,1,10,0,57,1,90500.0,0,0,2,1,0,0,0,2020,0,2700,0,0,93,4,1,1,0,1,0,0,0,0,4,2,750,1,1,0,0,1,10,1,46500.0
0,0,1,0,25000.0,1,0,1,10,0,30,0,60500.0,0,0,4,0,0,3,0,2017,0,3000,0,1,72,1,1,0,0,28,0,0,0,0,3,2,750,1,1,0,0,1,6,1,35500.0
0,0,1,0,0.0,1,0,0,3,0,38,0,17000.0,0,0,3,0,0,1,0,2017,0,3000,0,1,48,0,1,0,0,11,1,0,0,0,2,0,750,0,1,0,0,0,8,1,17000.0
0,1,0,0,38000.0,0,0,0,8,0,36,1,53000.0,0,0,3,0,0,0,0,2018,0,3000,0,0,177,3,1,5,0,17,0,1,0,0,2,1,750,1,1,0,0,2,14,1,15000.0
0,0,1,0,15000.0,1,0,0,1,0,23,0,38000.0,0,0,3,0,0,0,0,2014,0,3000,0,1,2,1,3,0,0,14,0,0,0,0,2,2,750,0,1,1,0,0,13,1,23000.0
0,0,1,0,0.0,1,0,1,1,0,37,1,15500.0,0,0,1,0,0,2,0,2017,0,3000,0,0,21,0,5,4,0,4,0,0,0,0,2,0,750,1,1,0,0,0,5,1,15500.0
0,0,1,0,0.0,1,0,0,5,0,49,0,24500.0,0,1,1,0,0,0,0,2015,0,3000,0,0,70,0,1,4,0,17,0,0,0,0,2,1,750,0,1,1,0,3,2,1,24500.0
0,0,1,0,0.0,1,0,0,1,0,73,0,9000.0,0,0,4,0,0,0,0,2019,0,3000,1,1,333,0,1,1,0,8,1,0,0,0,1,0,750,0,1,0,0,3,14,0,9000.0
0,1,0,0,0.0,1,0,0,6,0,57,1,11000.0,0,0,1,0,0,0,0,2010,0,3000,0,0,173,0,1,1,0,25,1,0,0,0,1,0,750,0,1,0,0,0,10,1,11000.0
0,0,1,0,16000.0,0,0,0,3,0,73,0,44500.0,0,1,4,1,0,0,0,2013,0,3000,0,0,76,1,1,0,0,25,0,0,1,0,2,2,750,0,1,1,0,3,9,1,28500.0
0,1,0,0,0.0,1,0,1,1,0,18,1,1500.0,0,0,1,0,0,1,0,2018,0,3000,1,0,2,0,3,5,0,5,0,0,0,0,3,0,750,1,1,0,0,2,22,0,1500.0
0,0,1,0,1500.0,0,0,1,7,0,39,0,34000.0,0,1,3,1,0,0,0,2018,0,3000,0,0,84,1,1,0,0,15,0,0,0,0,2,2,750,1,1,0,0,2,15,1,32500.0
0,0,1,0,0.0,1,0,0,6,0,54,1,31000.0,0,0,2,0,0,2,0,2013,0,3000,1,0,191,0,1,1,0,11,0,0,0,0,2,2,750,0,1,1,0,1,3,0,31000.0
0,0,1,0,0.0,1,0,0,9,0,61,0,8000.0,0,0,4,0,0,0,1,2015,0,3000,0,1,53,0,1,1,0,17,1,0,0,0,2,0,750,0,1,0,0,0,15,0,8000.0
0,0,1,0,0.0,1,0,0,3,0,60,0,1000.0,0,1,3,0,0,0,1,2014,0,3000,0,0,31,0,3,1,0,26,1,0,0,0,2,0,750,0,1,0,0,0,8,0,1000.0
0,0,1,0,0.0,0,0,0,3,0,44,0,15500.0,0,0,3,0,0,0,0,2019,0,3000,0,1,77,0,1,6,0,10,1,1,1,0,2,0,750,0,1,0,0,0,5,1,15500.0
0,0,1,0,25000.0,0,0,1,12,0,69,1,63000.0,0,0,1,0,0,1,1,2020,0,3000,0,0,79,1,1,2,0,4,0,1,0,0,3,2,750,1,1,0,0,1,13,0,38000.0
0,0,1,0,0.0,1,0,0,4,0,33,1,11000.0,0,0,1,0,0,0,0,2017,0,3000,0,0,50,0,1,0,0,15,1,0,0,0,2,0,750,0,1,0,0,1,4,1,11000.0
0,1,0,0,0.0,1,0,0,10,0,61,0,33000.0,0,0,2,0,0,0,0,2017,0,2650,0,1,290,0,1,2,0,16,0,0,0,0,2,2,750,1,1,0,0,0,8,1,33000.0
0,0,1,0,4500.0,1,0,0,8,0,46,0,10000.0,0,0,3,0,0,0,0,2013,0,2750,0,1,63,1,1,2,0,7,1,0,0,0,2,0,750,0,1,0,0,2,10,1,5500.0
0,0,1,0,0.0,1,0,1,2,0,38,0,5500.0,0,1,3,0,0,0,0,2010,0,3000,0,0,128,0,1,5,0,9,0,0,0,0,2,1,750,1,1,0,1,0,2,0,5500.0
0,1,0,1,0.0,0,1,0,5,0,41,0,10000.0,0,0,1,0,1,0,0,2016,0,3000,0,0,97,0,1,6,1,19,0,0,0,0,1,0,750,1,0,0,0,1,8,0,10000.0
0,0,1,0,0.0,1,0,0,7,0,33,1,9000.0,0,0,3,0,0,1,0,2018,0,3000,1,0,118,0,1,0,0,15,1,0,0,0,2,0,750,0,1,0,0,1,16,0,9000.0
0,1,0,0,0.0,1,1,0,11,0,45,0,8500.0,0,0,3,0,1,0,0,2009,0,3000,0,0,30,0,2,3,1,14,0,0,0,0,1,0,750,1,0,0,0,0,17,0,8500.0
0,0,1,0,0.0,1,1,0,10,0,27,0,11000.0,0,0,1,0,1,0,0,2020,0,3000,0,0,9,0,1,3,1,31,0,0,0,0,1,0,750,1,0,0,0,0,17,0,11000.0
0,1,0,0,0.0,1,1,0,11,0,37,0,16500.0,0,0,1,0,1,0,0,2016,0,3000,0,0,92,0,1,2,1,27,1,0,0,0,1,0,750,0,0,0,0,3,11,0,16500.0
0,0,1,0,0.0,1,0,1,1,0,43,0,32000.0,0,1,0,0,0,2,0,2016,0,3000,0,0,134,0,1,1,0,1,0,0,0,0,3,2,750,1,1,0,0,0,7,1,32000.0
0,1,0,0,7500.0,1,0,1,2,0,54,1,24000.0,0,0,3,0,0,1,0,2010,0,3000,0,0,113,4,1,6,0,10,0,0,0,0,2,2,750,1,1,0,0,1,20,1,16500.0
0,1,0,0,0.0,1,0,1,4,0,48,1,10500.0,0,0,3,0,0,1,0,2013,0,3000,0,0,225,0,1,1,0,23,0,0,0,0,3,0,750,1,1,0,1,2,8,0,10500.0
0,1,0,0,0.0,1,0,1,11,0,20,1,16000.0,0,0,3,0,0,0,0,2017,0,3000,0,0,6,0,4,4,0,1,0,0,0,0,2,1,750,1,1,0,0,2,14,1,16000.0
0,1,0,0,0.0,0,0,0,2,0,53,1,16500.0,0,0,2,0,0,0,0,2014,0,2850,0,0,89,0,1,0,0,25,0,1,0,0,1,1,750,1,1,0,0,0,11,1,16500.0
0,0,1,0,0.0,1,0,1,10,0,71,0,9500.0,0,1,4,0,0,0,0,2017,0,3000,0,0,52,0,2,3,0,10,0,0,0,0,3,0,750,1,1,0,0,0,7,1,9500.0
0,0,1,0,25000.0,0,0,1,10,0,37,1,49500.0,0,0,1,1,0,2,0,2019,0,2950,0,0,4,1,4,4,0,11,0,0,0,0,2,1,750,1,1,0,0,1,3,1,24500.0
0,0,1,0,15000.0,1,0,0,7,0,71,1,31000.0,0,0,4,0,0,1,0,2019,0,3000,0,0,141,1,1,3,0,18,0,0,0,0,2,1,750,1,1,0,0,0,10,1,16000.0
0,1,0,0,0.0,1,0,0,7,0,59,0,18000.0,0,0,2,0,0,0,0,2020,0,3000,0,1,225,0,1,4,0,12,1,0,0,0,1,0,750,0,1,0,0,0,7,1,18000.0
0,0,1,0,0.0,1,0,1,4,0,65,1,5500.0,0,0,4,0,0,2,0,2013,0,2800,0,0,84,0,1,0,0,29,0,0,0,0,3,0,750,1,1,0,0,2,10,1,5500.0
0,1,0,0,0.0,0,0,1,1,0,43,0,14000.0,0,1,3,1,0,1,0,2017,0,3000,0,0,139,0,1,1,0,1,0,0,0,0,3,0,750,1,1,0,0,1,12,1,14000.0
0,0,1,1,12000.0,0,0,1,1,0,54,0,27500.0,0,0,4,0,0,1,0,2012,0,3000,0,1,50,2,2,1,0,29,0,0,0,0,2,1,750,1,1,0,0,1,9,1,15500.0
0,1,0,0,0.0,1,0,0,4,0,50,0,7500.0,0,1,2,0,0,0,0,2016,0,3000,0,0,103,0,1,0,0,15,1,0,0,0,2,0,750,0,1,0,0,1,1,1,7500.0
0,1,0,0,21500.0,0,0,1,8,0,54,0,38000.0,0,0,3,1,0,0,0,2015,0,3000,0,1,46,1,2,4,0,9,0,0,0,0,2,1,750,1,1,0,0,3,17,1,16500.0
1,0,1,0,0.0,0,0,0,12,1,20,0,5500.0,0,1,3,0,0,0,0,2015,0,3000,1,0,2,0,2,3,0,26,1,0,0,0,2,0,750,0,1,0,0,2,8,0,5500.0
0,1,0,0,0.0,1,0,0,11,0,19,1,8000.0,0,0,1,0,0,0,0,2009,0,3000,0,0,4,0,1,1,0,12,0,0,0,0,1,1,750,1,1,0,0,0,13,1,8000.0
0,0,1,0,0.0,1,0,0,6,0,34,0,10000.0,0,0,1,0,0,1,0,2020,0,3000,0,1,40,0,2,1,0,11,1,0,0,0,2,0,750,0,1,0,0,3,0,1,10000.0
0,0,1,0,0.0,1,0,1,2,0,41,1,14500.0,0,0,3,0,0,2,0,2020,0,3000,1,0,30,0,2,1,0,5,0,0,1,0,3,0,750,1,1,0,0,2,6,0,14500.0
0,0,1,0,0.0,1,0,1,2,0,34,1,30000.0,0,0,4,0,0,0,0,2016,0,2950,0,0,101,0,1,5,0,23,0,0,0,0,3,2,750,1,1,0,1,0,11,0,30000.0
0,1,0,0,0.0,1,1,0,2,0,54,0,13000.0,0,0,1,0,1,0,0,2018,0,2650,0,0,1,0,3,4,1,15,0,0,0,0,1,0,750,1,0,0,0,0,4,0,13000.0
0,0,1,0,50000.0,1,0,1,2,0,27,0,75500.0,0,0,4,0,0,0,0,2015,0,3000,0,1,22,3,2,1,0,26,0,0,0,0,3,2,750,1,1,0,0,1,13,1,25500.0
0,0,1,0,5500.0,1,0,1,4,0,74,1,44000.0,0,0,3,0,0,3,0,2019,0,2650,0,0,55,3,2,0,0,29,0,0,0,0,3,2,750,1,1,0,0,0,13,1,38500.0
0,0,1,0,15000.0,1,0,0,9,0,59,1,28500.0,0,0,3,0,0,0,0,2017,0,3000,0,0,52,1,2,5,0,14,1,0,0,0,2,0,750,0,1,0,0,0,10,1,13500.0
0,1,0,0,0.0,1,0,1,3,0,59,1,7000.0,0,0,1,0,0,0,0,2019,0,3000,0,0,257,0,1,6,0,3,0,0,0,0,3,0,750,1,1,0,0,1,5,1,7000.0
